1469.1	660.4
1469.2	654.9
1469.3	671.2
1469.4	652.1
1469.5	673
1469.6	666.2
1469.7	669.8
1469.8	674.1
1469.9	662.3
1470	676.3
1470.1	678.2
1470.2	660.1
1470.3	677.2
1470.4	689.6
1470.5	689.5
1470.6	681.4
1470.7	676.5
1470.8	679.8
1470.9	685.8
1471	683.6
1471.1	677.4
1471.2	689.1
1471.3	689.6
1471.4	701.6
1471.5	697.5
1471.6	697.6
1471.7	690.2
1471.8	678.1
1471.9	688.5
1472	694.4
1472.1	682.7
1472.2	699
1472.3	694.2
1472.4	694.3
1472.5	693.9
1472.6	681.2
1472.7	698.1
1472.8	711.4
1472.9	694
1473	704.5
1473.1	711.5
1473.2	714.5
1473.3	715.8
1473.4	706.3
1473.5	715
1473.6	721.4
1473.7	718.8
1473.8	717.1
1473.9	723.9
1474	723.6
1474.1	724
1474.2	744.8
1474.3	733.1
1474.4	712.7
1474.5	734.7
1474.6	730.6
1474.7	746.8
1474.8	739.3
1474.9	757
1475	741.9
1475.1	759.3
1475.2	745
1475.3	762.9
1475.4	766.8
1475.5	759.2
1475.6	767.8
1475.7	784.7
1475.8	796.9
1475.9	777.3
1476	788.6
1476.1	820.2
1476.2	804.3
1476.3	815
1476.4	818
1476.5	833.3
1476.6	851.1
1476.7	854.5
1476.8	870.7
1476.9	883.6
1477	900.5
1477.1	900.4
1477.2	920.6
1477.3	928.8
1477.4	948.6
1477.5	959.7
1477.6	985.3
1477.7	1012.7
1477.8	1039.1
1477.9	1057
1478	1129.2
1478.1	1177.4
1478.2	1238.9
1478.3	1307.2
1478.4	1424.7
1478.5	1539.9
1478.6	1676.9
1478.7	1888.1
1478.8	2069.4
1478.9	2304.3
1479	2501.8
1479.1	2730.2
1479.2	2953.9
1479.3	3194
1479.4	3380.4
1479.5	3516
1479.6	3652.9
1479.7	3775.8
1479.8	3897.4
1479.9	4033.4
1480	4184.2
1480.1	4363.9
1480.2	4574.4
1480.3	4648.4
1480.4	4685.4
1480.5	4604.1
1480.6	4425.5
1480.7	4180.3
1480.8	3957
1480.9	3727.1
1481	3484.1
1481.1	3377.6
1481.2	3263.6
1481.3	3194.5
1481.4	3224.2
1481.5	3228.1
1481.6	3313.5
1481.7	3409.2
1481.8	3467.8
1481.9	3608
1482	3856.6
1482.1	4018.1
1482.2	4234
1482.3	4424.3
1482.4	4643.7
1482.5	4781
1482.6	4895
1482.7	4959.5
1482.8	5046
1482.9	5031.2
1483	5028.1
1483.1	5000.7
1483.2	4983.9
1483.3	4921.9
1483.4	4916.8
1483.5	4849.7
1483.6	4848.4
1483.7	4868.6
1483.8	4853.9
1483.9	4751.8
1484	4572.8
1484.1	4260.6
1484.2	3789.3
1484.3	3203.5
1484.4	2672.7
1484.5	2163.5
1484.6	1725.9
1484.7	1339.5
1484.8	1082.1
1484.9	885.6
1485	780.4
1485.1	688.4
1485.2	630.1
1485.3	598.8
1485.4	563
1485.5	562.9
1485.6	534.1
1485.7	523.3
1485.8	515
1485.9	493.7
1486	473.5
1486.1	460.3
1486.2	423
1486.3	399.8
1486.4	336
1486.5	285.5
1486.6	204.1
1486.7	143.3
1486.8	91.2
1486.9	57.9
1487	39.9
1487.1	28.8
1487.2	24.7
1487.3	23.4
1487.4	21.9
1487.5	22.3
1487.6	20.5
1487.7	20
1487.8	16.9
1487.9	16.9
1488	16.5
1488.1	18.5
1488.2	18.4
1488.3	19.1
1488.4	17.7
1488.5	17.1
1488.6	16.1
1488.7	15.5
1488.8	13.3
1488.9	16.2
1489	16.9
1489.1	14
1489.2	13.3
1489.3	13.6
1489.4	14.4
1489.5	14.3
1489.6	15.2
1489.7	15.8
1489.8	15.8
1489.9	12.4
1490	13
1490.1	16.2
1490.2	13.3
1490.3	13.5
1490.4	12.3
1490.5	13.6
1490.6	11.2
1490.7	13.2
1490.8	13.2
1490.9	13.4
1491	11.8
1491.1	11.8
1491.2	12.6
1491.3	12.1
1491.4	12.2
1491.5	13.9
1491.6	10.7
1491.7	12.7
1491.8	12.2
1491.9	10.9
1492	11.9
1492.1	10
1492.2	10.5
1492.3	11.1
1492.4	11.3
1492.5	11.2
1492.6	10.6
1492.7	9.7
1492.8	11.7
1492.9	12.7
1493	9.7
1493.1	8.8
1493.2	10.1
1493.3	8.6
1493.4	10.4
1493.5	8.5
1493.6	10.7
1493.7	9.5
1493.8	10.9
1493.9	9.7
1494	10.5
1494.1	7.9
1494.2	7.1
1494.3	8.5
1494.4	9.4
1494.5	11.1
1494.6	7.4
1494.7	8.5
1494.8	7.6
1494.9	9.1
1495	6.5
1495.1	8
1495.2	7.5
1495.3	7.4
1495.4	7.6
1495.5	6.9
1495.6	7.3
1495.7	7.4
1495.8	7.4
1495.9	7.9
1496	7.5
1496.1	8
1496.2	8.5
1496.3	9.2
1496.4	7
1496.5	6.9
1496.6	7.9
