1446.6	644.9
1446.7	651.3
1446.8	660.5
1446.9	660
1447	665.6
1447.1	653.9
1447.2	658.4
1447.3	640.2
1447.4	654.9
1447.5	643
1447.6	668.1
1447.7	655.5
1447.8	662.2
1447.9	650.6
1448	659.9
1448.1	661.2
1448.2	655.6
1448.3	664.7
1448.4	661.3
1448.5	659.2
1448.6	650.8
1448.7	665.6
1448.8	660.8
1448.9	641
1449	660.8
1449.1	661.1
1449.2	654.8
1449.3	643.1
1449.4	654.2
1449.5	655.7
1449.6	665.7
1449.7	653.7
1449.8	631.5
1449.9	648.3
1450	643.4
1450.1	635.7
1450.2	646
1450.3	644.3
1450.4	657.5
1450.5	629.9
1450.6	640.3
1450.7	632.7
1450.8	648
1450.9	645.1
1451	649.2
1451.1	629.6
1451.2	624.4
1451.3	636.9
1451.4	648.4
1451.5	635.8
1451.6	635.4
1451.7	638.7
1451.8	639.9
1451.9	632.7
1452	632.7
1452.1	628.5
1452.2	616.4
1452.3	651.9
1452.4	643.7
1452.5	627.2
1452.6	636.5
1452.7	649.8
1452.8	625.7
1452.9	643
1453	641.5
1453.1	644.9
1453.2	627.9
1453.3	630.5
1453.4	650.5
1453.5	638.8
1453.6	628.1
1453.7	639
1453.8	637.6
1453.9	632.1
1454	631.2
1454.1	639.6
1454.2	631.8
1454.3	641.2
1454.4	652.8
1454.5	648.5
1454.6	638.5
1454.7	643.9
1454.8	642.3
1454.9	646.1
1455	640.4
1455.1	650.6
1455.2	651.8
1455.3	646.1
1455.4	641.9
1455.5	642
1455.6	652.5
1455.7	654.7
1455.8	635.7
1455.9	647.7
1456	625.7
1456.1	637.9
1456.2	648
1456.3	646.8
1456.4	641.8
1456.5	648.8
1456.6	652.1
1456.7	649.2
1456.8	644.5
1456.9	659.8
1457	655.6
1457.1	639
1457.2	664.7
1457.3	651.3
1457.4	637.7
1457.5	643.9
1457.6	640.1
1457.7	649.9
1457.8	643.9
1457.9	628.5
1458	649.6
1458.1	650
1458.2	639.2
1458.3	625.3
1458.4	643.4
1458.5	643.9
1458.6	644.9
1458.7	630.5
1458.8	629.2
1458.9	626.9
1459	629.3
1459.1	623.6
1459.2	630
1459.3	616.1
1459.4	619.1
1459.5	612.6
1459.6	614.3
1459.7	611.7
1459.8	607.4
1459.9	611.3
1460	608.4
1460.1	618.5
1460.2	613.3
1460.3	608
1460.4	609.3
1460.5	613.2
1460.6	612.6
1460.7	597.9
1460.8	591.3
1460.9	601.3
1461	602.1
1461.1	603
1461.2	612.8
1461.3	601.5
1461.4	602.5
1461.5	598.6
1461.6	604.7
1461.7	603.8
1461.8	589.9
1461.9	595.2
1462	595.8
1462.1	592.6
1462.2	595.3
1462.3	607.2
1462.4	602.5
1462.5	597
1462.6	602.6
1462.7	587.6
1462.8	593.2
1462.9	592.4
1463	595.6
1463.1	609.3
1463.2	600.2
1463.3	603.7
1463.4	592.3
1463.5	594.8
1463.6	595.9
1463.7	603.6
1463.8	600.8
1463.9	601.8
1464	604.2
1464.1	610.2
1464.2	622.2
1464.3	623
1464.4	601.2
1464.5	613.1
1464.6	619.8
1464.7	629.1
1464.8	624.3
1464.9	626.6
1465	628.5
1465.1	627.3
1465.2	622.7
1465.3	608.3
1465.4	621.1
1465.5	618.6
1465.6	641.9
1465.7	609.2
1465.8	635.4
1465.9	629.3
1466	629.7
1466.1	626.4
1466.2	639.1
1466.3	620.9
1466.4	627.4
1466.5	630.8
1466.6	628.6
1466.7	643.8
1466.8	637.2
1466.9	633.1
1467	634.6
1467.1	636.7
1467.2	638.8
1467.3	639.1
1467.4	645.7
1467.5	648.5
1467.6	654.9
1467.7	656.3
1467.8	648.6
1467.9	657.8
1468	633.8
1468.1	632.5
1468.2	648.8
1468.3	651.3
1468.4	654.1
1468.5	639.3
1468.6	657.1
1468.7	658.8
1468.8	664.6
1468.9	651.5
1469	653.5
